date_time, altidute_km, x_km, y_km, z_km
2020-10-26 21:57:49.716583770, 555.1029164388094, -3418.5104348540867, -2381.3033216322146, 5524.838225518331
2020-10-26 21:57:51.590583772, 555.1028326653186, -3410.450560900048, -2392.989832729689, 5524.770279583876
2020-10-26 21:57:53.464583774, 555.1026813986748, -3402.3763794839847, -2404.666305891064, 5524.679093169735
2020-10-26 21:57:55.379583776, 555.1024571039403, -3394.110803169651, -2416.587820219501, 5524.561903405907
2020-10-26 21:57:57.253583778, 555.1021693924038, -3386.0077971168816, -2428.2438486044857, 5524.423728823728
2020-10-26 21:57:59.127583780, 555.1018142085977, -3377.890585914685, -2439.889691462723, 5524.262315198214
2020-10-26 21:58:1.583781, 555.1013918059565, -3369.7635463676147, -2451.5190938003116, 5524.077767929334
2020-10-26 21:58:2.874583782, 555.1009017448487, -3361.618034391976, -2463.1444248729636, 5523.869890722062
2020-10-26 21:58:4.748583784, 555.1003442457034, -3353.4584193480528, -2474.7594243098374, 5523.6387767689685
2020-10-26 21:58:6.622583786, 555.099719322935, -3345.2847353918023, -2486.3640434762947, 5523.384427029242
2020-10-26 21:58:8.496583788, 555.0990269924457, -3337.0970167332257, -2497.9582337867573, 5523.10684255851
2020-10-26 21:58:10.370583790, 555.0982672716295, -3328.8952976404694, -2509.541946698872, 5522.806024508928
2020-10-26 21:58:12.244583792, 555.0974401793868, -3320.679612439758, -2521.1151337136043, 5522.481974129201
2020-10-26 21:58:14.118583794, 555.0965457361051, -3312.4499955151837, -2532.677746375526, 5522.134692764554
2020-10-26 21:58:15.992583795, 555.0955839636686, -3304.2064813130755, -2544.229736266706, 5521.76418185694
2020-10-26 21:58:17.866583797, 555.094554885455, -3295.949104324151, -2555.771055031708, 5521.370442944238
2020-10-26 21:58:19.740583799, 555.0934585263424, -3287.6778991098095, -2567.3016543407493, 5520.953477661424
2020-10-26 21:58:21.614583801, 555.0922949126916, -3279.392900284423, -2578.821485914521, 5520.513287739787
2020-10-26 21:58:23.488583803, 555.091064072367, -3271.0941425195747, -2590.3305015182546, 5520.049875007123
2020-10-26 21:58:25.362583805, 555.0897660347148, -3262.7816605439293, -2601.8286529618913, 5519.563241387714
2020-10-26 21:58:27.236583807, 555.0884008305839, -3254.45548914305, -2613.3158921003496, 5519.053388902333
2020-10-26 21:58:29.110583809, 555.0869684923108, -3246.1156631593126, -2624.792170833634, 5518.520319668232
2020-10-26 21:58:30.983583810, 555.0854698717336, -3237.7666786702857, -2636.2513259712837, 5517.964338932561
2020-10-26 21:58:32.856583812, 555.083904257697, -3229.4041239241024, -2647.6994364683037, 5517.385170736832
2020-10-26 21:58:34.729583814, 555.0822716869437, -3221.0280338810226, -2659.136454431851, 5516.78281748404
2020-10-26 21:58:36.602583816, 555.0805721977038, -3212.6384435530194, -2670.562332020919, 5516.157281673132
2020-10-26 21:58:38.475583818, 555.0788058297021, -3204.235388007962, -2681.9770214406044, 5515.508565899289
2020-10-26 21:58:40.348583820, 555.0769726241406, -3195.8189023695872, -2693.380474942117, 5514.8366728539095
2020-10-26 21:58:42.221583822, 555.075072623704, -3187.389021817298, -2704.77264482308, 5514.141605324596
2020-10-26 21:58:44.94583824, 555.0731058725654, -3178.9457815860346, -2716.1534834276936, 5513.423366195155
2020-10-26 21:58:45.967583825, 555.0710724163758, -3170.4892169706595, -2727.5229431408484, 5512.681958445981
2020-10-26 21:58:47.840583827, 555.0689723022731, -3162.0193633077315, -2738.8809764126263, 5511.917385152454
2020-10-26 21:58:49.713583829, 555.0668055788698, -3153.5362560024537, -2750.2275357220583, 5511.129649487294
2020-10-26 21:58:51.586583831, 555.0645722962613, -3145.039930510497, -2761.56257360158, 5510.31875471899
2020-10-26 21:58:53.459583833, 555.0622725060223, -3136.53042234235, -2772.886042631192, 5509.4847042121655
2020-10-26 21:58:55.374583835, 555.0598524393539, -3127.8165052979584, -2784.4514179807625, 5508.608014205979
2020-10-26 21:58:57.247583837, 555.0574183061829, -3119.280444925236, -2795.7513451570794, 5507.72714365698
