date_time, altidute_km, x_km, y_km, z_km
2020-10-26 22:41:39.972091340, 568.3948411363518, 4323.81434672001, 826.9852798869774, -5357.007662627948
2020-10-26 22:41:41.889091342, 568.4103383596373, 4317.706983751806, 839.8663813806121, -5359.930879987714
2020-10-26 22:41:43.806091344, 568.4257156130911, 4311.580617918878, 852.7438012884694, -5362.8304534240615
2020-10-26 22:41:45.765091346, 568.4413055985376, 4305.30042432115, 865.8994930616558, -5365.769114372898
2020-10-26 22:41:47.682091348, 568.4564396088172, 4299.135719131938, 878.7692957454174, -5368.620843035243
2020-10-26 22:41:49.599091350, 568.471452984977, 4292.952093061655, 891.6352453644872, -5371.448889500165
2020-10-26 22:41:51.517091352, 568.4863532477216, 4286.746332947004, 904.5039936402197, -5374.254698012181
2020-10-26 22:41:53.435091354, 568.5011323188489, 4280.521686954143, 917.3687712776658, -5377.03677477369
2020-10-26 22:41:55.353091356, 568.5157899850872, 4274.278182588796, 930.2295215120085, -5379.795107518938
2020-10-26 22:41:57.271091358, 568.5303260348893, 4268.0158474394775, 943.0861875964731, -5382.529684086969
2020-10-26 22:41:59.189091360, 568.5447402584393, 4261.734709177466, 955.9387128023872, -5385.240492421646
2020-10-26 22:42:1.65091361, 568.5587207883568, 4255.572950744317, 968.5057355263265, -5387.868935287276
2020-10-26 22:42:2.983091362, 568.5728934159093, 4249.254699835293, 981.3499026229609, -5390.532692524593
2020-10-26 22:42:4.901091364, 568.586943602669, 4242.917728706978, 994.1897600141809, -5393.172646247055
2020-10-26 22:42:6.819091366, 568.6008711457422, 4236.562065361809, 1007.0252510394226, -5395.788784814678
2020-10-26 22:42:8.737091368, 568.6146758439828, 4230.187737881038, 1019.8563190642318, -5398.38109669395
2020-10-26 22:42:10.655091370, 568.6283574980026, 4223.7947744279145, 1032.6829074738105, -5400.9495704564915
2020-10-26 22:42:12.573091372, 568.6419159101683, 4217.383203247552, 1045.5049596732704, -5403.494194779105
2020-10-26 22:42:14.491091374, 568.655350884603, 4210.953052666827, 1058.3224190878282, -5406.0149584438095
2020-10-26 22:42:16.409091376, 568.6686622271949, 4204.5043510942105, 1071.1352291631435, -5408.511850337908
